time,ap,inter,util,noise,cl
2019-06-02 20:00:00+1000,adam-9800-ap,4.0,4.0,-84.0,98.0
2019-06-02 20:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 20:15:00+1000,pnp3802,16.0,9.0,-87.0,85.0
2019-06-02 20:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 20:15:00+1000,adam-9800-ap,28.0,5.0,-70.0,99.0
2019-06-02 20:30:00+1000,adam-9800-ap,3.0,3.0,-83.0,98.0
2019-06-02 20:30:00+1000,pnp3802,10.0,3.0,-85.0,86.0
2019-06-02 20:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 20:45:00+1000,adam-9800-ap,30.0,3.0,-88.0,99.0
2019-06-02 20:45:00+1000,pnp3802,12.0,5.0,-82.0,89.0
2019-06-02 20:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 21:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 21:00:00+1000,adam-9800-ap,5.0,4.0,-86.0,98.0
2019-06-02 21:00:00+1000,pnp3802,10.0,3.0,-65.0,83.0
2019-06-02 21:15:00+1000,pnp3802,10.0,3.0,-81.0,92.0
2019-06-02 21:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 21:15:00+1000,adam-9800-ap,19.0,5.0,-86.0,99.0
2019-06-02 21:30:00+1000,pnp3802,11.0,4.0,-85.0,88.0
2019-06-02 21:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 21:30:00+1000,adam-9800-ap,4.0,4.0,-78.0,98.0
2019-06-02 21:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 21:45:00+1000,pnp3802,11.0,3.0,-82.0,96.0
2019-06-02 21:45:00+1000,adam-9800-ap,4.0,4.0,-85.0,99.0
2019-06-02 22:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 22:00:00+1000,pnp3802,10.0,4.0,-85.0,96.0
2019-06-02 22:00:00+1000,adam-9800-ap,3.0,3.0,-87.0,99.0
2019-06-02 22:15:00+1000,pnp3802,11.0,4.0,-86.0,77.0
2019-06-02 22:15:00+1000,adam-9800-ap,5.0,4.0,-83.0,99.0
2019-06-02 22:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 22:30:00+1000,pnp3802,11.0,4.0,-86.0,90.0
2019-06-02 22:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 22:30:00+1000,adam-9800-ap,5.0,3.0,-86.0,99.0
2019-06-02 22:45:00+1000,adam-9800-ap,4.0,4.0,-85.0,98.0
2019-06-02 22:45:00+1000,pnp3802,10.0,3.0,-87.0,83.0
2019-06-02 22:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 23:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 23:00:00+1000,pnp3802,11.0,4.0,-85.0,89.0
2019-06-02 23:00:00+1000,adam-9800-ap,3.0,3.0,-65.0,99.0
2019-06-02 23:15:00+1000,pnp3802,24.0,4.0,-85.0,82.0
2019-06-02 23:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 23:15:00+1000,adam-9800-ap,4.0,4.0,-80.0,98.0
2019-06-02 23:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-02 23:30:00+1000,pnp3802,10.0,3.0,-88.0,96.0
2019-06-02 23:30:00+1000,adam-9800-ap,6.0,6.0,-84.0,99.0
2019-06-02 23:45:00+1000,adam-9800-ap,6.0,4.0,-86.0,98.0
2019-06-02 23:45:00+1000,pnp3802,11.0,4.0,-86.0,85.0
2019-06-02 23:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 00:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 00:00:00+1000,adam-9800-ap,5.0,3.0,-88.0,99.0
2019-06-03 00:00:00+1000,pnp3802,10.0,4.0,-76.0,96.0
2019-06-03 00:15:00+1000,pnp3802,10.0,4.0,-87.0,91.0
2019-06-03 00:15:00+1000,adam-9800-ap,4.0,4.0,-87.0,98.0
2019-06-03 00:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 00:30:00+1000,pnp3802,11.0,4.0,-91.0,99.0
2019-06-03 00:30:00+1000,adam-9800-ap,4.0,4.0,-82.0,99.0
2019-06-03 00:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 00:45:00+1000,pnp3802,11.0,4.0,-92.0,91.0
2019-06-03 00:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 00:45:00+1000,adam-9800-ap,3.0,3.0,-82.0,98.0
2019-06-03 01:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 01:00:00+1000,pnp3802,11.0,4.0,-85.0,94.0
2019-06-03 01:00:00+1000,adam-9800-ap,3.0,3.0,-75.0,99.0
2019-06-03 01:15:00+1000,pnp3802,10.0,4.0,-85.0,86.0
2019-06-03 01:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 01:15:00+1000,adam-9800-ap,5.0,3.0,-85.0,98.0
2019-06-03 01:30:00+1000,adam-9800-ap,5.0,3.0,-86.0,99.0
2019-06-03 01:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 01:30:00+1000,pnp3802,10.0,3.0,-76.0,87.0
2019-06-03 01:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 01:45:00+1000,adam-9800-ap,3.0,3.0,-86.0,98.0
2019-06-03 01:45:00+1000,pnp3802,11.0,4.0,-82.0,74.0
2019-06-03 02:00:00+1000,pnp3802,10.0,3.0,-85.0,77.0
2019-06-03 02:00:00+1000,adam-9800-ap,3.0,3.0,-85.0,99.0
2019-06-03 02:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 02:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 02:15:00+1000,pnp3802,25.0,18.0,-83.0,78.0
2019-06-03 02:15:00+1000,adam-9800-ap,4.0,4.0,-87.0,98.0
2019-06-03 02:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 02:30:00+1000,adam-9800-ap,4.0,4.0,-86.0,99.0
2019-06-03 02:30:00+1000,pnp3802,11.0,3.0,-88.0,83.0
2019-06-03 02:45:00+1000,pnp3802,11.0,4.0,-86.0,86.0
2019-06-03 02:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 02:45:00+1000,adam-9800-ap,3.0,3.0,-91.0,98.0
2019-06-03 03:00:00+1000,adam-9800-ap,3.0,3.0,-83.0,99.0
2019-06-03 03:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 03:00:00+1000,pnp3802,10.0,4.0,-85.0,91.0
2019-06-03 03:15:00+1000,pnp3802,10.0,4.0,-85.0,98.0
2019-06-03 03:15:00+1000,adam-9800-ap,4.0,4.0,-85.0,98.0
2019-06-03 03:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 03:30:00+1000,pnp3802,14.0,4.0,-86.0,89.0
2019-06-03 03:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 03:30:00+1000,adam-9800-ap,3.0,3.0,-86.0,99.0
2019-06-03 03:45:00+1000,adam-9800-ap,3.0,3.0,-86.0,98.0
2019-06-03 03:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 03:45:00+1000,pnp3802,10.0,3.0,-87.0,93.0
2019-06-03 04:00:00+1000,pnp3802,31.0,9.0,-86.0,90.0
2019-06-03 04:00:00+1000,adam-9800-ap,5.0,5.0,-83.0,99.0
2019-06-03 04:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 04:15:00+1000,pnp3802,10.0,3.0,-86.0,83.0
2019-06-03 04:15:00+1000,adam-9800-ap,3.0,3.0,-84.0,98.0
2019-06-03 04:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 04:30:00+1000,pnp3802,14.0,6.0,-87.0,84.0
2019-06-03 04:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 04:30:00+1000,adam-9800-ap,19.0,5.0,-67.0,99.0
2019-06-03 04:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 04:45:00+1000,adam-9800-ap,6.0,4.0,-87.0,98.0
2019-06-03 04:45:00+1000,pnp3802,12.0,4.0,-87.0,86.0
2019-06-03 05:00:00+1000,pnp3802,11.0,4.0,-85.0,75.0
2019-06-03 05:00:00+1000,adam-9800-ap,7.0,3.0,-86.0,99.0
2019-06-03 05:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 05:15:00+1000,pnp3802,10.0,4.0,-85.0,83.0
2019-06-03 05:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 05:15:00+1000,adam-9800-ap,5.0,3.0,-72.0,99.0
2019-06-03 05:30:00+1000,pnp3802,10.0,3.0,-85.0,72.0
2019-06-03 05:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 05:30:00+1000,adam-9800-ap,5.0,3.0,-80.0,99.0
2019-06-03 05:45:00+1000,pnp3802,11.0,4.0,-85.0,84.0
2019-06-03 05:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 05:45:00+1000,adam-9800-ap,3.0,3.0,-76.0,98.0
2019-06-03 06:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 06:00:00+1000,pnp3802,10.0,3.0,-84.0,78.0
2019-06-03 06:00:00+1000,adam-9800-ap,3.0,3.0,-82.0,99.0
2019-06-03 06:15:00+1000,pnp3802,11.0,4.0,-86.0,87.0
2019-06-03 06:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 06:15:00+1000,adam-9800-ap,5.0,4.0,-85.0,98.0
2019-06-03 06:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 06:30:00+1000,pnp3802,10.0,3.0,-85.0,93.0
2019-06-03 06:30:00+1000,adam-9800-ap,5.0,3.0,-86.0,99.0
2019-06-03 06:45:00+1000,pnp3802,19.0,4.0,-85.0,97.0
2019-06-03 06:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 06:45:00+1000,adam-9800-ap,4.0,4.0,-81.0,98.0
2019-06-03 07:00:00+1000,pnp3802,10.0,4.0,-84.0,99.0
2019-06-03 07:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 07:00:00+1000,adam-9800-ap,4.0,4.0,-86.0,99.0
2019-06-03 07:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 07:15:00+1000,adam-9800-ap,3.0,3.0,-85.0,98.0
2019-06-03 07:15:00+1000,pnp3802,10.0,3.0,-91.0,96.0
2019-06-03 07:30:00+1000,pnp3802,10.0,3.0,-85.0,89.0
2019-06-03 07:30:00+1000,adam-9800-ap,4.0,4.0,-87.0,99.0
2019-06-03 07:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 07:45:00+1000,pnp3802,12.0,4.0,-84.0,83.0
2019-06-03 07:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 07:45:00+1000,adam-9800-ap,3.0,3.0,-85.0,98.0
2019-06-03 08:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 08:00:00+1000,adam-9800-ap,3.0,3.0,-93.0,99.0
2019-06-03 08:00:00+1000,pnp3802,11.0,4.0,-86.0,82.0
2019-06-03 08:15:00+1000,adam-9800-ap,5.0,3.0,-90.0,98.0
2019-06-03 08:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 08:15:00+1000,pnp3802,12.0,4.0,-66.0,90.0
2019-06-03 08:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 08:30:00+1000,adam-9800-ap,5.0,3.0,-87.0,99.0
2019-06-03 08:30:00+1000,pnp3802,11.0,4.0,-65.0,92.0
2019-06-03 08:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 08:45:00+1000,adam-9800-ap,4.0,4.0,-86.0,98.0
2019-06-03 08:45:00+1000,pnp3802,12.0,4.0,-70.0,90.0
2019-06-03 09:00:00+1000,pnp3802,12.0,4.0,-83.0,97.0
2019-06-03 09:00:00+1000,adam-9800-ap,4.0,4.0,-85.0,99.0
2019-06-03 09:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 09:15:00+1000,adam-9800-ap,4.0,4.0,-93.0,98.0
2019-06-03 09:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 09:15:00+1000,pnp3802,13.0,5.0,-84.0,94.0
2019-06-03 09:30:00+1000,adam-9800-ap,4.0,4.0,-89.0,98.0
2019-06-03 09:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 09:30:00+1000,pnp3802,13.0,5.0,-78.0,98.0
2019-06-03 09:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 09:45:00+1000,pnp3802,14.0,5.0,-86.0,93.0
2019-06-03 09:45:00+1000,adam-9800-ap,7.0,5.0,-79.0,98.0
2019-06-03 10:00:00+1000,pnp3802,13.0,4.0,-84.0,95.0
2019-06-03 10:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 10:00:00+1000,adam-9800-ap,6.0,4.0,-87.0,99.0
2019-06-03 10:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 10:15:00+1000,adam-9800-ap,6.0,6.0,-91.0,98.0
2019-06-03 10:15:00+1000,pnp3802,17.0,7.0,-73.0,98.0
2019-06-03 10:30:00+1000,adam-9800-ap,6.0,6.0,-82.0,99.0
2019-06-03 10:30:00+1000,pnp3802,17.0,7.0,-83.0,91.0
2019-06-03 10:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 10:45:00+1000,pnp3802,15.0,5.0,-85.0,89.0
2019-06-03 10:45:00+1000,adam-9800-ap,4.0,4.0,-81.0,98.0
2019-06-03 10:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 11:00:00+1000,pnp3802,14.0,4.0,-87.0,97.0
2019-06-03 11:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 11:00:00+1000,adam-9800-ap,4.0,4.0,-80.0,98.0
2019-06-03 11:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 11:15:00+1000,adam-9800-ap,6.0,4.0,-84.0,98.0
2019-06-03 11:15:00+1000,pnp3802,14.0,4.0,-85.0,94.0
2019-06-03 11:30:00+1000,pnp3802,15.0,6.0,-85.0,99.0
2019-06-03 11:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 11:30:00+1000,adam-9800-ap,8.0,6.0,-77.0,99.0
2019-06-03 11:45:00+1000,adam-9800-ap,6.0,6.0,-90.0,98.0
2019-06-03 11:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 11:45:00+1000,pnp3802,16.0,6.0,-78.0,98.0
2019-06-03 12:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 12:00:00+1000,pnp3802,16.0,5.0,-89.0,99.0
2019-06-03 12:00:00+1000,adam-9800-ap,7.0,7.0,-52.0,98.0
2019-06-03 12:15:00+1000,pnp3802,20.0,9.0,-84.0,99.0
2019-06-03 12:15:00+1000,adam-9800-ap,4.0,4.0,-81.0,98.0
2019-06-03 12:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 12:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 12:30:00+1000,adam-9800-ap,8.0,8.0,-86.0,99.0
2019-06-03 12:30:00+1000,pnp3802,16.0,6.0,-84.0,99.0
2019-06-03 12:45:00+1000,adam-9800-ap,8.0,6.0,-84.0,98.0
2019-06-03 12:45:00+1000,pnp3802,18.0,6.0,-85.0,93.0
2019-06-03 12:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 13:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 13:00:00+1000,adam-9800-ap,9.0,4.0,-86.0,99.0
2019-06-03 13:00:00+1000,pnp3802,16.0,7.0,-91.0,97.0
2019-06-03 13:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 13:15:00+1000,pnp3802,20.0,9.0,-85.0,99.0
2019-06-03 13:15:00+1000,adam-9800-ap,9.0,5.0,-80.0,98.0
2019-06-03 13:30:00+1000,adam-9800-ap,12.0,12.0,-82.0,99.0
2019-06-03 13:30:00+1000,pnp3802,37.0,5.0,-91.0,97.0
2019-06-03 13:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 13:45:00+1000,pnp3802,33.0,7.0,-82.0,89.0
2019-06-03 13:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 13:45:00+1000,adam-9800-ap,18.0,9.0,-78.0,98.0
2019-06-03 14:00:00+1000,adam-9800-ap,10.0,10.0,-90.0,98.0
2019-06-03 14:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 14:00:00+1000,pnp3802,48.0,15.0,-91.0,98.0
2019-06-03 14:15:00+1000,adam-9800-ap,20.0,6.0,-88.0,98.0
2019-06-03 14:15:00+1000,pnp3802,16.0,6.0,-86.0,99.0
2019-06-03 14:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 14:30:00+1000,adam-9800-ap,7.0,7.0,-85.0,99.0
2019-06-03 14:30:00+1000,pnp3802,25.0,6.0,-86.0,99.0
2019-06-03 14:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 14:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 14:45:00+1000,pnp3802,15.0,5.0,-86.0,99.0
2019-06-03 14:45:00+1000,adam-9800-ap,10.0,4.0,-78.0,98.0
2019-06-03 15:00:00+1000,adam-9800-ap,8.0,6.0,-86.0,99.0
2019-06-03 15:00:00+1000,pnp3802,45.0,23.0,-91.0,99.0
2019-06-03 15:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 15:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 15:15:00+1000,pnp3802,24.0,5.0,-86.0,91.0
2019-06-03 15:15:00+1000,adam-9800-ap,10.0,4.0,-85.0,98.0
2019-06-03 15:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 15:30:00+1000,pnp3802,37.0,5.0,-91.0,95.0
2019-06-03 15:30:00+1000,adam-9800-ap,9.0,9.0,-78.0,99.0
2019-06-03 15:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 15:45:00+1000,adam-9800-ap,5.0,5.0,-86.0,98.0
2019-06-03 15:45:00+1000,pnp3802,15.0,5.0,-85.0,96.0
2019-06-03 16:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 16:00:00+1000,pnp3802,34.0,14.0,-86.0,99.0
2019-06-03 16:00:00+1000,adam-9800-ap,13.0,11.0,-69.0,98.0
2019-06-03 16:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 16:15:00+1000,pnp3802,15.0,6.0,-80.0,96.0
2019-06-03 16:15:00+1000,adam-9800-ap,11.0,9.0,-80.0,98.0
2019-06-03 16:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 16:30:00+1000,pnp3802,17.0,8.0,-79.0,96.0
2019-06-03 16:30:00+1000,adam-9800-ap,7.0,7.0,-80.0,98.0
2019-06-03 16:45:00+1000,adam-9800-ap,4.0,4.0,-82.0,98.0
2019-06-03 16:45:00+1000,pnp3802,13.0,5.0,-86.0,95.0
2019-06-03 16:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 17:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 17:00:00+1000,adam-9800-ap,25.0,6.0,-82.0,98.0
2019-06-03 17:00:00+1000,pnp3802,16.0,9.0,-84.0,91.0
2019-06-03 17:15:00+1000,pnp3802,13.0,5.0,-85.0,82.0
2019-06-03 17:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 17:15:00+1000,adam-9800-ap,7.0,7.0,-86.0,98.0
2019-06-03 17:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 17:30:00+1000,pnp3802,15.0,7.0,-81.0,97.0
2019-06-03 17:30:00+1000,adam-9800-ap,10.0,8.0,-85.0,98.0
2019-06-03 17:45:00+1000,adam-9800-ap,8.0,6.0,-91.0,98.0
2019-06-03 17:45:00+1000,pnp3802,14.0,7.0,-86.0,99.0
2019-06-03 17:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 18:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 18:00:00+1000,pnp3802,11.0,3.0,-86.0,94.0
2019-06-03 18:00:00+1000,adam-9800-ap,17.0,7.0,-85.0,99.0
2019-06-03 18:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 18:15:00+1000,adam-9800-ap,7.0,7.0,-92.0,98.0
2019-06-03 18:15:00+1000,pnp3802,11.0,4.0,-86.0,93.0
2019-06-03 18:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 18:30:00+1000,adam-9800-ap,6.0,6.0,-86.0,99.0
2019-06-03 18:30:00+1000,pnp3802,11.0,4.0,-70.0,86.0
2019-06-03 18:45:00+1000,pnp3802,11.0,4.0,-84.0,92.0
2019-06-03 18:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 18:45:00+1000,adam-9800-ap,6.0,6.0,-68.0,98.0
2019-06-03 19:00:00+1000,pnp3802,10.0,3.0,-85.0,91.0
2019-06-03 19:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 19:00:00+1000,adam-9800-ap,8.0,6.0,-66.0,99.0
2019-06-03 19:15:00+1000,adam-9800-ap,8.0,7.0,-86.0,98.0
2019-06-03 19:15:00+1000,pnp3802,11.0,4.0,-85.0,84.0
2019-06-03 19:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 19:30:00+1000,pnp3802,11.0,4.0,-84.0,91.0
2019-06-03 19:30:00+1000,adam-9800-ap,6.0,6.0,-87.0,99.0
2019-06-03 19:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 19:45:00+1000,pnp3802,11.0,4.0,-91.0,91.0
2019-06-03 19:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 19:45:00+1000,adam-9800-ap,7.0,7.0,-86.0,98.0
2019-06-03 20:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 20:00:00+1000,adam-9800-ap,6.0,6.0,-81.0,99.0
2019-06-03 20:00:00+1000,pnp3802,11.0,4.0,-86.0,88.0
2019-06-03 20:15:00+1000,pnp3802,10.0,3.0,-85.0,78.0
2019-06-03 20:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 20:15:00+1000,adam-9800-ap,6.0,6.0,-71.0,98.0
2019-06-03 20:30:00+1000,pnp3802,10.0,3.0,-88.0,89.0
2019-06-03 20:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 20:30:00+1000,adam-9800-ap,7.0,5.0,-71.0,98.0
2019-06-03 20:45:00+1000,pnp3802,11.0,4.0,-85.0,91.0
2019-06-03 20:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 20:45:00+1000,adam-9800-ap,8.0,6.0,-86.0,99.0
2019-06-03 21:00:00+1000,adam-9800-ap,6.0,6.0,-88.0,98.0
2019-06-03 21:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 21:00:00+1000,pnp3802,10.0,3.0,-74.0,90.0
2019-06-03 21:15:00+1000,pnp3802,23.0,16.0,-86.0,91.0
2019-06-03 21:15:00+1000,adam-9800-ap,6.0,6.0,-86.0,98.0
2019-06-03 21:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 21:30:00+1000,pnp3802,10.0,3.0,-85.0,82.0
2019-06-03 21:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 21:30:00+1000,adam-9800-ap,6.0,6.0,-67.0,98.0
2019-06-03 21:45:00+1000,pnp3802,10.0,4.0,-89.0,76.0
2019-06-03 21:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 21:45:00+1000,adam-9800-ap,5.0,5.0,-83.0,98.0
2019-06-03 22:00:00+1000,pnp3802,20.0,13.0,-86.0,91.0
2019-06-03 22:00:00+1000,adam-9800-ap,6.0,6.0,-87.0,99.0
2019-06-03 22:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 22:15:00+1000,pnp3802,9.0,3.0,-91.0,91.0
2019-06-03 22:15:00+1000,adam-9800-ap,6.0,6.0,-86.0,99.0
2019-06-03 22:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 22:30:00+1000,pnp3802,10.0,3.0,-87.0,89.0
2019-06-03 22:30:00+1000,adam-9800-ap,8.0,6.0,-91.0,98.0
2019-06-03 22:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 22:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 22:45:00+1000,pnp3802,10.0,3.0,-76.0,90.0
2019-06-03 22:45:00+1000,adam-9800-ap,7.0,6.0,-79.0,98.0
2019-06-03 23:00:00+1000,adam-9800-ap,6.0,6.0,-87.0,98.0
2019-06-03 23:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 23:00:00+1000,pnp3802,10.0,4.0,-87.0,90.0
2019-06-03 23:15:00+1000,adam-9800-ap,6.0,6.0,-91.0,99.0
2019-06-03 23:15:00+1000,pnp3802,10.0,4.0,-85.0,94.0
2019-06-03 23:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 23:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-03 23:30:00+1000,adam-9800-ap,7.0,7.0,-81.0,98.0
2019-06-03 23:30:00+1000,pnp3802,11.0,4.0,-83.0,86.0
2019-06-03 23:45:00+1000,pnp3802,12.0,4.0,-85.0,86.0
2019-06-03 23:45:00+1000,adam-9800-ap,7.0,7.0,-90.0,99.0
2019-06-03 23:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 00:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 00:00:00+1000,pnp3802,23.0,3.0,-85.0,82.0
2019-06-04 00:00:00+1000,adam-9800-ap,7.0,5.0,-72.0,98.0
2019-06-04 00:15:00+1000,pnp3802,10.0,3.0,-85.0,81.0
2019-06-04 00:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 00:15:00+1000,adam-9800-ap,8.0,6.0,-83.0,99.0
2019-06-04 00:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 00:30:00+1000,adam-9800-ap,7.0,7.0,-86.0,99.0
2019-06-04 00:30:00+1000,pnp3802,23.0,3.0,-76.0,79.0
2019-06-04 00:45:00+1000,adam-9800-ap,5.0,5.0,-88.0,99.0
2019-06-04 00:45:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 00:45:00+1000,pnp3802,10.0,4.0,-71.0,80.0
2019-06-04 01:00:00+1000,pnp3802,13.0,5.0,-90.0,70.0
2019-06-04 01:00:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 01:00:00+1000,adam-9800-ap,25.0,7.0,-82.0,98.0
2019-06-04 01:15:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 01:15:00+1000,pnp3802,10.0,3.0,-92.0,81.0
2019-06-04 01:15:00+1000,adam-9800-ap,8.0,6.0,-86.0,99.0
2019-06-04 01:30:00+1000,adam-9800-ap,16.0,8.0,-86.0,98.0
2019-06-04 01:30:00+1000,pnp3802,11.0,4.0,-91.0,76.0
2019-06-04 01:30:00+1000,pnp1852,0.0,0.0,-1,-1
2019-06-04 01:45:00+1000,adam-9800-ap,8.0,8.0,-85.0,99.0
2019-06-04 01:45:00+1000,pnp1852,0.0,0.0,-1,-1
